article_id,bias_label,n_comments,mean_polarity,std_polarity,pct_positive,pct_negative,mean_anger,mean_joy,mean_fear
1155802134_curioso-consejo-guardia-civil-ninos,0,1,-0.061404597014188766,,0.0,0.0,0.0014110644115135074,0.037086229771375656,0.0014072632184252143
1155836621_hablar-manos-libres-tan-peligroso-como-sostener-movil,0,1,-0.7460361961275339,,0.0,1.0,0.10667628794908524,0.006552283186465502,0.015043893828988075
1155881639_los-blogs-como-quinto-poder,1,1,0.868175320327282,,1.0,0.0,0.000589925330132246,0.02324570342898369,0.00045603790204040706
1155883159_espana-5-pais-en-bookcrossing,0,1,-0.025472797453403473,,0.0,0.0,0.0011418749345466495,0.009208546951413155,0.001150475349277258
1156017270_nsfw-tubbr-el-pr0n-de-youtube,0,1,-0.9581983406096697,,0.0,1.0,0.0032924737315624952,0.0049014645628631115,0.12356279790401459
1156186931_telecomunicaciones.es-nuevo-clon-meneame,0,1,-0.7225604504346848,,0.0,1.0,0.15301382541656494,0.0013204768765717745,0.0021441366989165545
1156195526_10-cosas-no-deberiamos-comprar-nuevas,1,1,-0.45841764099895954,,0.0,1.0,0.0011996077373623848,0.0019483944633975625,0.0009236704208888113
1156245341_es-o-no-para-tenerles-miedo,1,1,-0.8092426266521215,,0.0,1.0,0.27872851490974426,0.003734306897968054,0.012234512716531754
1156491143_lasexta-emitira-liga-castellano-catalan-euskera-gallego-traves-tdt,0,1,0.7656420096755028,,1.0,0.0,0.00042279166518710554,0.9964001178741455,0.0001928691053763032
1156701166_mujeres-entran-trance-durante-orgasmo,0,2,-0.5461015678010881,0.5667036926775523,0.0,0.5,0.4750144751742482,0.0025714603543747216,0.0018320819945074618
1156757949_microsoft-comienza-activar-pop-ups-windows-xp-actualizacion-kb905474,0,1,0.00429101288318634,,0.0,0.0,0.00732791144400835,0.006268247961997986,0.00043816276593133807
1156844595_menor-demanda-compra-viviendas,0,1,0.10373972728848457,,0.0,0.0,0.0007704155286774039,0.014645245857536793,0.0025685455184429884
1157195845_segun-sgae-ccoo-dedica-echar-basura-sobre-creadores,0,1,-0.6035817116498947,,0.0,1.0,0.295479416847229,0.006527598015964031,0.0026765945367515087
1157324225_kde-vs-gnome,0,4,-0.4564655825961381,0.359305614986433,0.0,0.25,0.4557690698420629,0.002805462834658101,0.0014603764720959589
1157532737_mundo-beakman-genial-programa,1,3,0.14862310017148653,0.5447408551548635,0.3333333333333333,0.0,0.0027026038733310997,0.007465529255568981,0.0005015489005018026
