user,total_articles_commented,bias_exposure_rate,n_biased_articles,n_non_biased_articles,bias_category,outlet_diversity
Apróscopos,18,0.2222222222222222,4,14,low_bias,9
guaperas,135,0.5185185185185185,70,65,mixed,56
Haushinka,15,0.06666666666666667,1,14,low_bias,5
arnuviano,21,0.5238095238095238,11,10,mixed,9
--603113--,42,0.47619047619047616,20,22,mixed,10
--603390--,19,0.21052631578947367,4,15,low_bias,10
Elobligadoinmigrante,26,0.4230769230769231,11,15,mixed,14
--602645--,20,0.45,9,11,mixed,6
juradoma,20,0.4,8,12,low_bias,14
Indeterminado,56,0.5357142857142857,30,26,mixed,35
KuroMNM,64,0.5625,36,28,mixed,32
--603556--,18,0.6666666666666666,12,6,high_bias,10
Pepitoooo,30,0.5,15,15,mixed,14
Pediatra_Inexistente,16,0.0,0,16,low_bias,2
AbradolfLincler,19,0.6842105263157895,13,6,high_bias,8
--603349--,12,0.6666666666666666,8,4,high_bias,7
efipso,43,0.11627906976744186,5,38,low_bias,11
--605004--,17,0.5294117647058824,9,8,mixed,12
Pointman,73,0.4383561643835616,32,41,mixed,43
Cpt.Acab,24,0.6666666666666666,16,8,high_bias,15
zxspectrum,203,0.7044334975369458,143,60,high_bias,37
--605138--,17,0.4117647058823529,7,10,mixed,7
--604585--,49,0.4489795918367347,22,27,mixed,23
--605234--,27,0.8518518518518519,23,4,very_high_bias,15
Igoroink,93,0.5806451612903226,54,39,mixed,29
m4k1n4v4j4,75,0.8533333333333334,64,11,very_high_bias,21
--597999--,113,0.5486725663716814,62,51,mixed,23
Niuskat,10,0.3,3,7,low_bias,7
Super_Camaleón,31,0.5806451612903226,18,13,mixed,2
DrOetker,12,0.9166666666666666,11,1,very_high_bias,6
Mangus,12,0.5833333333333334,7,5,mixed,9
Carnisobas,10,0.6,6,4,mixed,9
EntreBosques,88,0.5909090909090909,52,36,mixed,40
TrollestGump,69,0.5507246376811594,38,31,mixed,42
--603973--,88,0.9886363636363636,87,1,very_high_bias,8
TuRbo_Keron,21,0.5238095238095238,11,10,mixed,11
solnegre,15,0.6,9,6,mixed,12
Tangrelas,37,0.40540540540540543,15,22,mixed,19
shaeon,17,0.4117647058823529,7,10,mixed,12
Cuentacuentitos,22,0.5454545454545454,12,10,mixed,8
LosEnergeticos,41,0.7073170731707317,29,12,high_bias,20
--602522--,53,0.37735849056603776,20,33,low_bias,22
--603346--,22,0.4090909090909091,9,13,mixed,11
--605881--,127,0.5118110236220472,65,62,mixed,58
Gengenuino,27,0.5185185185185185,14,13,mixed,13
--601179--,14,1.0,14,0,very_high_bias,3
--605588--,34,0.9705882352941176,33,1,very_high_bias,5
--594045--,14,1.0,14,0,very_high_bias,5
--604882--,63,0.4603174603174603,29,34,mixed,33
El_Repartidor,82,0.4146341463414634,34,48,mixed,33
Ubri,10,0.6,6,4,mixed,6
El_joseador,23,0.782608695652174,18,5,high_bias,17
treu,27,0.5555555555555556,15,12,mixed,23
PAUL2,286,0.5629370629370629,161,125,mixed,87
--606010--,17,0.11764705882352941,2,15,low_bias,6
Cafeinooo,25,0.56,14,11,mixed,12
--607544--,28,0.42857142857142855,12,16,mixed,12
fernadez116,27,0.5925925925925926,16,11,mixed,19
--603832--,13,0.07692307692307693,1,12,low_bias,3
akaskarla,17,0.47058823529411764,8,9,mixed,12
Obj268,35,0.7142857142857143,25,10,high_bias,19
--607430--,14,0.9285714285714286,13,1,very_high_bias,3
--608272--,14,0.0,0,14,low_bias,1
felipista,15,0.7333333333333333,11,4,high_bias,9
--606641--,13,0.15384615384615385,2,11,low_bias,3
--607987--,16,0.625,10,6,high_bias,6
--608439--,51,0.39215686274509803,20,31,low_bias,22
--607148--,29,0.5517241379310345,16,13,mixed,18
parladoiro,209,0.36363636363636365,76,133,low_bias,49
Subar,31,0.9354838709677419,29,2,very_high_bias,3
MIrahigos,116,0.7413793103448276,86,30,high_bias,47
--607931--,25,0.72,18,7,high_bias,14
pauldurden,32,0.71875,23,9,high_bias,16
trylks,11,0.2727272727272727,3,8,low_bias,7
HerlockSholmes,10,0.5,5,5,mixed,9
tpm1,86,0.6511627906976745,56,30,high_bias,44
Saul_Gudman,36,0.6666666666666666,24,12,high_bias,25
--558216--,41,0.8292682926829268,34,7,very_high_bias,18
--572693--,14,0.6428571428571429,9,5,high_bias,11
x.y.z,417,0.6642685851318945,277,140,high_bias,113
--591071--,24,0.4583333333333333,11,13,mixed,9
Lamantua,242,0.6033057851239669,146,96,high_bias,72
--366944--,75,0.6266666666666667,47,28,high_bias,34
Juan_Antonio_Moreno_Jim,10,0.9,9,1,very_high_bias,6
Omicronx0,69,0.6666666666666666,46,23,high_bias,41
--603345--,12,0.6666666666666666,8,4,high_bias,10
--609242--,12,0.5833333333333334,7,5,mixed,7
araujos34,21,0.38095238095238093,8,13,low_bias,10
--609821--,102,0.7843137254901961,80,22,high_bias,41
McCarrack,32,0.875,28,4,very_high_bias,10
--530418--,15,0.8,12,3,high_bias,10
Myon,14,0.21428571428571427,3,11,low_bias,10
--608421--,142,0.5070422535211268,72,70,mixed,44
--608635--,45,0.7111111111111111,32,13,high_bias,24
--590806--,17,0.7058823529411765,12,5,high_bias,11
--603267--,96,0.625,60,36,high_bias,44
anaco,11,0.45454545454545453,5,6,mixed,7
santeloc,57,0.6491228070175439,37,20,high_bias,28
--604512--,21,0.6190476190476191,13,8,high_bias,11
Nilly,11,1.0,11,0,very_high_bias,1
fareway,23,0.9565217391304348,22,1,very_high_bias,14
ellapidario,64,0.484375,31,33,mixed,19
--608991--,42,0.7857142857142857,33,9,high_bias,9
--605505--,180,0.6277777777777778,113,67,high_bias,70
soytumismo,30,0.7333333333333333,22,8,high_bias,10
comors,17,0.4117647058823529,7,10,mixed,7
--610233--,119,0.6386554621848739,76,43,high_bias,32
MoñecoTeDrapo,125,0.672,84,41,high_bias,54
Eskorbutto,21,0.8095238095238095,17,4,very_high_bias,12
--611304--,45,0.7555555555555555,34,11,high_bias,20
Mosquitocabrón,125,0.744,93,32,high_bias,59
--607509--,54,0.7962962962962963,43,11,high_bias,13
Mellamantrol,59,0.7966101694915254,47,12,high_bias,20
buah_chaval,104,0.6826923076923077,71,33,high_bias,40
--606024--,50,0.52,26,24,mixed,32
halcondeoro,12,0.4166666666666667,5,7,mixed,11
Cómemeelnick,10,0.7,7,3,high_bias,4
--611195--,126,0.6666666666666666,84,42,high_bias,42
--611884--,27,0.37037037037037035,10,17,low_bias,7
PieniNiitty,10,0.3,3,7,low_bias,7
lamona,22,0.5454545454545454,12,10,mixed,5
JJ_Bang,16,0.75,12,4,high_bias,11
Trolencio,25,0.64,16,9,high_bias,17
--607019--,81,0.7777777777777778,63,18,high_bias,19
--612312--,14,0.2857142857142857,4,10,low_bias,4
--611178--,39,1.0,39,0,very_high_bias,2
--610366--,28,0.7142857142857143,20,8,high_bias,22
nanaoa,33,0.8181818181818182,27,6,very_high_bias,10
Nidhogg,10,1.0,10,0,very_high_bias,5
--613053--,17,0.5294117647058824,9,8,mixed,3
--609928--,189,0.7619047619047619,144,45,high_bias,31
Dockr,10,0.3,3,7,low_bias,6
--609285--,138,0.7246376811594203,100,38,high_bias,23
Mesie_Cuisine,14,0.5714285714285714,8,6,mixed,11
Culpepper,32,0.625,20,12,high_bias,22
pocomoco,86,0.7209302325581395,62,24,high_bias,23
--611305--,14,0.42857142857142855,6,8,mixed,7
--614439--,115,0.5565217391304348,64,51,mixed,36
--583529--,19,0.47368421052631576,9,10,mixed,9
Bald,24,0.5833333333333334,14,10,mixed,18
estonio33,25,0.44,11,14,mixed,18
--611668--,32,0.9375,30,2,very_high_bias,11
--614352--,14,1.0,14,0,very_high_bias,3
--612527--,13,0.6923076923076923,9,4,high_bias,7
--611503--,19,0.47368421052631576,9,10,mixed,8
--614606--,53,0.8490566037735849,45,8,very_high_bias,7
Angel_Schilder,10,1.0,10,0,very_high_bias,1
--613485--,29,0.7586206896551724,22,7,high_bias,11
Vilkarmer,45,0.5555555555555556,25,20,mixed,27
patxi_pues,11,0.5454545454545454,6,5,mixed,8
ytuqdizes,73,0.4657534246575342,34,39,mixed,32
--614617--,46,0.6086956521739131,28,18,high_bias,17
derp,105,0.4,42,63,low_bias,38
jobar,95,0.5473684210526316,52,43,mixed,28
Ausebio,18,0.6666666666666666,12,6,high_bias,11
Nitzen,29,0.4827586206896552,14,15,mixed,18
--614961--,30,1.0,30,0,very_high_bias,3
Litomaikel,111,0.36036036036036034,40,71,low_bias,20
--615147--,81,0.7407407407407407,60,21,high_bias,10
Berlinguer,325,0.7446153846153846,242,83,high_bias,38
perej,12,1.0,12,0,very_high_bias,4
Tartumen,17,0.9411764705882353,16,1,very_high_bias,7
Nyn,159,0.5283018867924528,84,75,mixed,48
notihu,24,0.9583333333333334,23,1,very_high_bias,4
asghaloth,11,0.9090909090909091,10,1,very_high_bias,5
--615324--,37,0.5135135135135135,19,18,mixed,22
Larpeirán,55,0.509090909090909,28,27,mixed,28
--614672--,10,0.8,8,2,high_bias,7
Chinychan,80,0.8375,67,13,very_high_bias,29
ieiconvas,37,0.6216216216216216,23,14,high_bias,25
--615274--,29,0.4827586206896552,14,15,mixed,7
super3,31,0.3870967741935484,12,19,low_bias,11
Dimedequepresumes,10,0.7,7,3,high_bias,3
--612514--,18,0.6666666666666666,12,6,high_bias,9
rmdf,14,0.35714285714285715,5,9,low_bias,8
Dani1987,35,0.2571428571428571,9,26,low_bias,21
--616273--,66,0.5757575757575758,38,28,mixed,17
anonimo115,154,0.5584415584415584,86,68,mixed,39
baldomero_ing,21,0.7142857142857143,15,6,high_bias,18
pqno,39,0.6153846153846154,24,15,high_bias,12
--616078--,40,0.325,13,27,low_bias,11
Jose_Ignacio_Paradela,10,0.9,9,1,very_high_bias,6
CosasVeredes,37,0.5675675675675675,21,16,mixed,22
--605371--,24,0.125,3,21,low_bias,8
--613101--,21,0.7142857142857143,15,6,high_bias,14
rsoldevila1,30,0.5,15,15,mixed,13
elreymon,17,0.7058823529411765,12,5,high_bias,11
--616649--,24,0.5,12,12,mixed,12
--617192--,35,0.4857142857142857,17,18,mixed,3
Mochuelocomun,147,0.4897959183673469,72,75,mixed,33
--616500--,31,0.6774193548387096,21,10,high_bias,11
DarioCuarto,76,0.47368421052631576,36,40,mixed,39
Raúl_López_Avellano,15,0.7333333333333333,11,4,high_bias,10
La_Conquista_Del_Mundo,32,0.46875,15,17,mixed,21
Pygargus,19,1.0,19,0,very_high_bias,1
femen,15,0.6,9,6,mixed,7
Jordi_Rovira,29,0.5862068965517241,17,12,mixed,15
hongkongergwaylo,14,0.07142857142857142,1,13,low_bias,3
Kichito,56,0.42857142857142855,24,32,mixed,33
fanchulitopico,88,0.5795454545454546,51,37,mixed,37
almogabares,45,0.4444444444444444,20,25,mixed,19
--617656--,25,0.92,23,2,very_high_bias,9
weissy,38,0.5526315789473685,21,17,mixed,24
Casius_Clavius,276,0.7681159420289855,212,64,high_bias,106
--617438--,38,0.5789473684210527,22,16,mixed,15
Pantenix,18,1.0,18,0,very_high_bias,4
--617960--,15,0.6666666666666666,10,5,high_bias,11
--618423--,59,1.0,59,0,very_high_bias,2
--618240--,79,0.7088607594936709,56,23,high_bias,33
xalima,40,0.8,32,8,high_bias,12
felipet,35,0.4857142857142857,17,18,mixed,16
uyquefrio,68,0.6470588235294118,44,24,high_bias,29
Don_Pichote,51,0.45098039215686275,23,28,mixed,33
Alvarro53,14,0.42857142857142855,6,8,mixed,8
--616931--,21,0.47619047619047616,10,11,mixed,15
--615689--,26,0.5,13,13,mixed,7
--619432--,48,0.4791666666666667,23,25,mixed,30
Mr.Bug,12,0.5,6,6,mixed,8
--619816--,99,0.5151515151515151,51,48,mixed,30
Kastamere,27,0.7777777777777778,21,6,high_bias,18
Paparruchas,13,0.5384615384615384,7,6,mixed,11
Carlos_Montesquieu,20,0.5,10,10,mixed,16
--618870--,172,0.4883720930232558,84,88,mixed,35
insulabarataria,105,0.7619047619047619,80,25,high_bias,28
--618520--,26,0.23076923076923078,6,20,low_bias,16
--611674--,18,0.4444444444444444,8,10,mixed,10
--620343--,25,0.8,20,5,high_bias,8
Papagamer,14,0.7857142857142857,11,3,high_bias,11
Billy_Hargrove,265,0.6377358490566037,169,96,high_bias,90
senador,74,0.7567567567567568,56,18,high_bias,47
abantos,48,0.5208333333333334,25,23,mixed,26
--620317--,17,0.8823529411764706,15,2,very_high_bias,3
hph,23,0.9565217391304348,22,1,very_high_bias,4
--620798--,15,1.0,15,0,very_high_bias,2
AlpargataVoladora,24,0.875,21,3,very_high_bias,16
Hangdog,50,0.66,33,17,high_bias,32
katorumi,52,0.6730769230769231,35,17,high_bias,6
jdmf,24,0.3333333333333333,8,16,low_bias,16
--612720--,14,0.8571428571428571,12,2,very_high_bias,7
--615166--,47,0.7446808510638298,35,12,high_bias,21
axíes,27,0.3333333333333333,9,18,low_bias,15
lasi_zoillo,17,0.7058823529411765,12,5,high_bias,7
denegator_denegator,34,0.5588235294117647,19,15,mixed,20
CidFapeador,11,0.36363636363636365,4,7,low_bias,10
--575756--,53,0.6226415094339622,33,20,high_bias,15
Amperobonus,37,0.5945945945945946,22,15,mixed,21
asaiyuka,20,1.0,20,0,very_high_bias,1
ayaxordre,14,0.5714285714285714,8,6,mixed,9
JimmyTM,79,0.45569620253164556,36,43,mixed,46
ElPerroSeLlamabaMisTetas,74,0.7567567567567568,56,18,high_bias,42
Aguadebil,54,0.6851851851851852,37,17,high_bias,23
--622212--,169,0.5029585798816568,85,84,mixed,44
seby,18,0.8333333333333334,15,3,very_high_bias,9
dameAbrazos,30,0.9,27,3,very_high_bias,6
viejaperra,22,0.36363636363636365,8,14,low_bias,9
Galata,24,0.5416666666666666,13,11,mixed,11
--622452--,20,0.35,7,13,low_bias,8
--508572--,11,0.18181818181818182,2,9,low_bias,4
salvor_sheldon,53,0.41509433962264153,22,31,mixed,12
ElTarimas,15,0.4,6,9,low_bias,10
Meneamelón,66,0.7121212121212122,47,19,high_bias,31
ToughT,13,0.38461538461538464,5,8,low_bias,3
raimajo_,13,0.6923076923076923,9,4,high_bias,5
inueve,84,0.5,42,42,mixed,24
--622620--,10,0.6,6,4,mixed,8
herreri,18,0.2222222222222222,4,14,low_bias,10
Fj_Bs,25,0.8,20,5,high_bias,10
Ignignognigdeladsl,73,0.589041095890411,43,30,mixed,29
Throwaway069,18,0.7777777777777778,14,4,high_bias,11
Moixa,74,0.6891891891891891,51,23,high_bias,31
--623531--,65,0.7846153846153846,51,14,high_bias,24
ricvalle,37,0.43243243243243246,16,21,mixed,14
alpoza,11,0.0,0,11,low_bias,9
Davidavidú,40,0.65,26,14,high_bias,20
Blanquit0,36,0.4166666666666667,15,21,mixed,22
Joanot,29,0.7241379310344828,21,8,high_bias,21
--624049--,28,0.75,21,7,high_bias,7
--597567--,39,0.3076923076923077,12,27,low_bias,12
--624761--,167,0.41317365269461076,69,98,mixed,34
Adrian_203,82,0.4268292682926829,35,47,mixed,28
--624757--,49,0.32653061224489793,16,33,low_bias,6
--623173--,64,0.484375,31,33,mixed,26
Suark,23,0.9130434782608695,21,2,very_high_bias,9
eu.gênio,27,0.4074074074074074,11,16,mixed,9
Pilar_F.C.,292,0.7465753424657534,218,74,high_bias,68
--625170--,11,0.0,0,11,low_bias,2
kakadebote,77,0.6103896103896104,47,30,high_bias,55
--620998--,26,0.5384615384615384,14,12,mixed,15
Natxelas,345,0.5884057971014492,203,142,mixed,119
Osele,10,0.2,2,8,low_bias,6
a_digital_art,306,0.5392156862745098,165,141,mixed,83
--616491--,10,0.2,2,8,low_bias,6
--624444--,36,0.8888888888888888,32,4,very_high_bias,18
--621531--,19,0.47368421052631576,9,10,mixed,6
--621705--,24,0.875,21,3,very_high_bias,9
Alexa_,14,0.42857142857142855,6,8,mixed,10
--623705--,15,0.6,9,6,mixed,9
Verdaderofalso,504,0.628968253968254,317,187,high_bias,132
atrompicones,23,0.6086956521739131,14,9,high_bias,19
--621014--,24,0.4166666666666667,10,14,mixed,12
retrofuturist_geek,273,0.4468864468864469,122,151,mixed,45
Aiarakoa,123,0.6504065040650406,80,43,high_bias,42
--612360--,11,0.9090909090909091,10,1,very_high_bias,5
Unsiquiatra_Unsiquiatra,15,0.26666666666666666,4,11,low_bias,7
--624316--,50,0.76,38,12,high_bias,14
KATOS,135,0.5333333333333333,72,63,mixed,29
--617868--,13,0.38461538461538464,5,8,low_bias,7
AdaSH,27,0.3333333333333333,9,18,low_bias,11
Mustela,169,0.4437869822485207,75,94,mixed,46
yukarun,33,0.9696969696969697,32,1,very_high_bias,4
PresidenteEncargado,53,0.6037735849056604,32,21,high_bias,33
--626327--,47,0.2765957446808511,13,34,low_bias,5
--605220--,68,0.7058823529411765,48,20,high_bias,12
posvale,14,0.9285714285714286,13,1,very_high_bias,7
Mursopolis,36,0.7222222222222222,26,10,high_bias,19
--626804--,11,1.0,11,0,very_high_bias,1
josecam,106,0.6981132075471698,74,32,high_bias,46
manami,25,0.4,10,15,low_bias,4
--552427--,27,0.48148148148148145,13,14,mixed,18
h3ndrix,10,0.6,6,4,mixed,8
Redundancia,30,0.5666666666666667,17,13,mixed,16
--622978--,26,1.0,26,0,very_high_bias,4
raist74,10,0.0,0,10,low_bias,3
A_Galopar,79,0.7088607594936709,56,23,high_bias,38
--627860--,47,0.425531914893617,20,27,mixed,20
--627368--,58,0.3103448275862069,18,40,low_bias,19
lawnmowerdog,50,0.58,29,21,mixed,22
--620929--,77,0.6623376623376623,51,26,high_bias,21
--602470--,19,0.15789473684210525,3,16,low_bias,6
Nieth,14,0.5,7,7,mixed,6
--626904--,60,0.5166666666666667,31,29,mixed,10
kylo_akai,15,0.13333333333333333,2,13,low_bias,4
mis_cojones_en_bata,62,0.5645161290322581,35,27,mixed,24
--627576--,14,0.35714285714285715,5,9,low_bias,9
--628231--,16,0.6875,11,5,high_bias,8
Buc,214,0.5560747663551402,119,95,mixed,52
Romántico_Morcillo,110,0.6727272727272727,74,36,high_bias,24
--598381--,161,0.6024844720496895,97,64,high_bias,58
LorenGuti,10,0.5,5,5,mixed,8
ingenierodepalillos,170,0.7352941176470589,125,45,high_bias,51
Enésimo_strike,246,0.6463414634146342,159,87,high_bias,62
Nitanmal,16,0.5,8,8,mixed,12
cognitiva,34,0.47058823529411764,16,18,mixed,21
--628509--,10,0.4,4,6,low_bias,8
BuckMulligan,10,0.5,5,5,mixed,8
Yorito,11,1.0,11,0,very_high_bias,1
Machakasaurio,104,0.7115384615384616,74,30,high_bias,27
--627591--,30,0.5333333333333333,16,14,mixed,18
Assota,52,0.4230769230769231,22,30,mixed,10
pitagórico,91,0.45054945054945056,41,50,mixed,36
larustica,17,0.23529411764705882,4,13,low_bias,12
--626013--,53,0.24528301886792453,13,40,low_bias,25
bargusi,26,0.5384615384615384,14,12,mixed,23
diablos_maiq,37,0.5405405405405406,20,17,mixed,16
--629461--,11,0.6363636363636364,7,4,high_bias,2
Leo77,11,0.36363636363636365,4,7,low_bias,6
--626521--,65,0.8615384615384616,56,9,very_high_bias,6
mochito,11,0.36363636363636365,4,7,low_bias,9
Ukchay,23,0.5217391304347826,12,11,mixed,5
ayana,80,0.35,28,52,low_bias,9
Ginto,37,0.4864864864864865,18,19,mixed,19
--625820--,23,0.9565217391304348,22,1,very_high_bias,4
--629520--,103,0.3786407766990291,39,64,low_bias,28
--478170--,10,0.8,8,2,high_bias,8
ifYouStrikeMeDown,65,0.8,52,13,high_bias,23
dreKion,32,0.5,16,16,mixed,25
--629849--,162,0.5555555555555556,90,72,mixed,55
--629612--,106,0.6981132075471698,74,32,high_bias,33
--629466--,35,0.7428571428571429,26,9,high_bias,19
extremofilosimpatucos,12,0.8333333333333334,10,2,very_high_bias,4
sailfish_os,24,0.0,0,24,low_bias,6
dmeijide,37,0.6486486486486487,24,13,high_bias,22
--629404--,31,0.7419354838709677,23,8,high_bias,5
RazorCrest,39,0.7692307692307693,30,9,high_bias,28
--629886--,24,0.2916666666666667,7,17,low_bias,5
--630082--,20,0.85,17,3,very_high_bias,3
Deviance,83,0.5903614457831325,49,34,mixed,30
aribaucio,11,0.36363636363636365,4,7,low_bias,8
DonDiegoGarciadeParedes,33,0.48484848484848486,16,17,mixed,17
--629398--,30,0.5333333333333333,16,14,mixed,16
Ben_Hogan,18,0.6666666666666666,12,6,high_bias,13
rauluci,92,0.5,46,46,mixed,33
j3j3j3j3,21,0.5238095238095238,11,10,mixed,14
TheLastHumanProject,23,0.34782608695652173,8,15,low_bias,13
Adea,11,0.45454545454545453,5,6,mixed,6
--572254--,39,0.8461538461538461,33,6,very_high_bias,10
--630762--,26,0.5769230769230769,15,11,mixed,16
Pajaritosporaquí,25,0.4,10,15,low_bias,11
--631564--,457,0.48358862144420134,221,236,mixed,82
Arkham90,137,0.6788321167883211,93,44,high_bias,39
Drazio,18,0.9444444444444444,17,1,very_high_bias,5
--632074--,23,0.9565217391304348,22,1,very_high_bias,4
NúcleoIrradiador,51,0.7058823529411765,36,15,high_bias,22
Untiofeliz,84,0.6904761904761905,58,26,high_bias,48
Yonny,214,0.4392523364485981,94,120,mixed,39
elpregunton,36,0.5555555555555556,20,16,mixed,12
--632754--,10,0.0,0,10,low_bias,1
minarun,20,0.35,7,13,low_bias,5
--627228--,29,0.5517241379310345,16,13,mixed,9
--632753--,98,0.6020408163265306,59,39,high_bias,31
--632573--,22,0.7727272727272727,17,5,high_bias,13
Jesulisto,404,0.7524752475247525,304,100,high_bias,106
ciudagramos,54,0.5185185185185185,28,26,mixed,21
--630658--,32,0.59375,19,13,mixed,8
Renfield_s,11,0.6363636363636364,7,4,high_bias,6
Highway,82,0.5609756097560976,46,36,mixed,46
uh_ah,23,0.30434782608695654,7,16,low_bias,10
Gorbachov,24,0.5,12,12,mixed,18
Shady_Evenings,33,0.6666666666666666,22,11,high_bias,16
peramangoajo,133,0.5864661654135338,78,55,mixed,60
--630749--,26,0.8076923076923077,21,5,very_high_bias,12
M0l0ch,15,0.6666666666666666,10,5,high_bias,10
Arty_Rider,69,0.6811594202898551,47,22,high_bias,23
--633709--,25,0.72,18,7,high_bias,13
saho,13,1.0,13,0,very_high_bias,3
MagnumInnominandum,59,0.6440677966101694,38,21,high_bias,23
--632840--,24,0.08333333333333333,2,22,low_bias,3
--631442--,43,0.7441860465116279,32,11,high_bias,17
--621861--,10,0.9,9,1,very_high_bias,8
manzitor,27,0.6296296296296297,17,10,high_bias,20
Yorga77,33,0.7575757575757576,25,8,high_bias,24
--634626--,13,0.0,0,13,low_bias,1
Toponotomalasuerte,46,0.34782608695652173,16,30,low_bias,22
David_Dabiz,52,0.6538461538461539,34,18,high_bias,19
MadalenaBrava,145,0.6551724137931034,95,50,high_bias,55
GranTipo,28,0.5714285714285714,16,12,mixed,16
MANOLO_HARD,14,0.42857142857142855,6,8,mixed,6
HariSheldon,18,0.5,9,9,mixed,7
Jaizki,15,0.4666666666666667,7,8,mixed,9
--635450--,18,0.6666666666666666,12,6,high_bias,12
--533238--,23,0.7391304347826086,17,6,high_bias,15
--635550--,43,0.23255813953488372,10,33,low_bias,9
--555497--,23,0.6086956521739131,14,9,high_bias,13
Loveandpeace1,16,0.6875,11,5,high_bias,7
JPozz,20,0.55,11,9,mixed,10
--635924--,202,0.6782178217821783,137,65,high_bias,28
--626014--,37,0.40540540540540543,15,22,mixed,17
--631935--,17,0.6470588235294118,11,6,high_bias,10
Tarendas7,53,0.7169811320754716,38,15,high_bias,29
--587861--,23,0.9565217391304348,22,1,very_high_bias,7
elGude,149,0.6577181208053692,98,51,high_bias,52
--634345--,16,0.4375,7,9,mixed,13
--633902--,15,0.7333333333333333,11,4,high_bias,8
kikoG,20,0.75,15,5,high_bias,13
--636234--,31,0.7741935483870968,24,7,high_bias,10
vexeta,56,0.8035714285714286,45,11,very_high_bias,29
Meloncio,10,0.1,1,9,low_bias,7
Coronel_Kilgore_1,10,0.6,6,4,mixed,7
--634850--,61,0.5901639344262295,36,25,mixed,28
Corto.Maltés,15,0.6666666666666666,10,5,high_bias,12
Tecomenti,12,0.8333333333333334,10,2,very_high_bias,5
--636746--,31,0.16129032258064516,5,26,low_bias,9
Viktor_theAssassin,53,0.5660377358490566,30,23,mixed,18
--636808--,16,0.8125,13,3,very_high_bias,13
Shuquel,34,0.47058823529411764,16,18,mixed,17
ChesterCopperpot,54,0.6111111111111112,33,21,high_bias,21
--630730--,32,0.5625,18,14,mixed,12
Wisth,11,0.9090909090909091,10,1,very_high_bias,7
--211156--,13,0.23076923076923078,3,10,low_bias,5
--627581--,12,0.3333333333333333,4,8,low_bias,11
Zinch,69,0.36231884057971014,25,44,low_bias,26
Paltus,103,0.5631067961165048,58,45,mixed,40
Andres_age,11,0.8181818181818182,9,2,very_high_bias,7
artb,11,0.8181818181818182,9,2,very_high_bias,9
--628122--,18,0.4444444444444444,8,10,mixed,7
--637239--,31,1.0,31,0,very_high_bias,4
--637334--,38,0.8947368421052632,34,4,very_high_bias,2
--637383--,13,0.7692307692307693,10,3,high_bias,5
--637219--,14,0.8571428571428571,12,2,very_high_bias,6
Ecl3ct1c0,30,0.26666666666666666,8,22,low_bias,6
anansi,10,0.7,7,3,high_bias,5
Pájaroloco,62,0.5967741935483871,37,25,mixed,34
Ignorados,33,0.8787878787878788,29,4,very_high_bias,10
paolagado,14,0.7142857142857143,10,4,high_bias,9
--637742--,81,0.7037037037037037,57,24,high_bias,23
--635626--,15,0.8666666666666667,13,2,very_high_bias,9
custos,15,0.6,9,6,mixed,9
sareando,31,0.8709677419354839,27,4,very_high_bias,11
elquehabla,35,0.8,28,7,high_bias,15
OrzonWelles,16,0.875,14,2,very_high_bias,11
--634366--,13,0.7692307692307693,10,3,high_bias,7
NoAMachistasYFeministas,13,1.0,13,0,very_high_bias,6
Mltfrtk,77,0.7142857142857143,55,22,high_bias,46
luckyz,42,0.4523809523809524,19,23,mixed,21
Cpt_Harlock,14,0.7857142857142857,11,3,high_bias,10
Pepe_Onagra,12,0.6666666666666666,8,4,high_bias,9
Lonnegan,219,0.6529680365296804,143,76,high_bias,46
--638047--,13,0.46153846153846156,6,7,mixed,8
Ptha,12,1.0,12,0,very_high_bias,4
--511377--,109,0.7614678899082569,83,26,high_bias,17
--638902--,18,0.4444444444444444,8,10,mixed,9
Stall,16,0.75,12,4,high_bias,10
DrToxic,12,0.6666666666666666,8,4,high_bias,9
era_mi_primer_dia,19,0.7368421052631579,14,5,high_bias,15
Elduende_Oscuro,41,0.6829268292682927,28,13,high_bias,27
mariKarmo,245,0.746938775510204,183,62,high_bias,50
Poligrafo,60,0.7333333333333333,44,16,high_bias,22
esonoquieredecir,12,0.5,6,6,mixed,5
Idomeneo,95,0.3157894736842105,30,65,low_bias,37
esbrutafio,73,0.6438356164383562,47,26,high_bias,33
Larusin,10,0.7,7,3,high_bias,8
MaKaNaS,111,0.5495495495495496,61,50,mixed,44
--639780--,73,0.0821917808219178,6,67,low_bias,7
ErMijita,12,0.75,9,3,high_bias,10
Luciademonio,14,0.9285714285714286,13,1,very_high_bias,10
--628391--,179,0.7374301675977654,132,47,high_bias,31
Karmelo_Kotón,33,0.5151515151515151,17,16,mixed,9
Grymyrk,128,0.6875,88,40,high_bias,47
--375992--,70,0.5285714285714286,37,33,mixed,32
DRAG0NER0,14,0.42857142857142855,6,8,mixed,12
Igb_87,67,0.5074626865671642,34,33,mixed,37
--638889--,19,0.7894736842105263,15,4,high_bias,17
blockchain,289,0.4532871972318339,131,158,mixed,74
Tetra321,24,0.5,12,12,mixed,14
Mariposa200,67,0.5074626865671642,34,33,mixed,12
manosflojeras,18,0.7777777777777778,14,4,high_bias,7
Morlako,82,0.5,41,41,mixed,36
--639535--,59,0.5423728813559322,32,27,mixed,33
--639057--,17,0.5294117647058824,9,8,mixed,9
